OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-003-5-13-4085,Pulaski/Sandusky Rd and IL-127,Well,,07140108,,,,,37.2031390000,-89.2680560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,003,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-007-6-117-7,4 miles NW of Capron,Well,,07090006,,,,,42.4366390000,-88.7647220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,007,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-007-6-69-25,12 miles N of Belvidere,Well,,07090006,,,,,42.4080560000,-88.8178890000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,007,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-011-3-27-1560,400 E and 2900 N,Well,,07090007,,,,,41.5599170000,-89.7825000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,011,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-011-3-32-1544,000 N and 200 E,Well,,07090007,,,,,41.5841110000,-89.8265280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-011-3-44-2013,Hwy 40 and Kentville Rd,Well,,07130005,,,,,41.2377220000,-89.6689440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,011,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-015-5-71-145,Town Hall Rd,Well,,07060005,,,,,42.1454440000,-89.9093330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,015,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-017-1-10-501,Buck School Rd and Crooked Ln,Well,,07130011,,,,,39.9386390000,-90.3689170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,017,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-017-5-56-957,Berger Ln and Beardstown Dr Rd,Well,,07130011,,,,,39.9638610000,-90.5026940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,017,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-023-3-12-3760,1 mile NE of West Union,Well,,05120111,,,,,39.2304440000,-87.6481390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,023,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-023-3-16-3743,10.5 miles SW of Marshall,Well,,05120111,,,,,39.2492500000,-87.7377780000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,023,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-023-3-75-3761,10 miles S of Marshall,Well,,05120111,,,,,39.2376670000,-87.6678330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,023,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-023-6-12-1351,8 miles SE of Martinsville,Well,,05120112,,,,,39.2345560000,-87.8398610000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,023,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-027-3-18-4159,6 miles SW of Carlyle,Well,,07140202,,,,,38.5144170000,-89.4412220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,027,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-027-3-52-4198,5.5 miles E of Mascoutah,Well,,07140204,,,,,38.4835830000,-89.7045830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,027,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-029-2-76-1221,6 miles SE of Charleston,Well,,05120112,,,,,39.3788330000,-88.1023610000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,029,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-033-1-3-550,4 miles SE of Flat Rock,Well,,05120111,,,,,38.8777780000,-87.5944720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,033,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-033-2-53-1321,6 miles W of Annapolis,Well,,05120112,,,,,39.1586940000,-87.9314720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,033,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-033-4-47-3,4 miles SW of West York,Well,,05120111,,,,,39.1384440000,-87.6884440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,033,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-033-6-104-1522,4 miles S of Oblong,Well,,05120112,,,,,38.9282220000,-87.8984720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,033,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-037-5-36-328,Rimsnider Rd,Well,,07120007,,,,,41.8096110000,-88.6799720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,037,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-051-5-79-1636,4 miles SE of Cowden,Well,,07140201,,,,,39.1909170000,-88.8148330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,051,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-051-6-40-1553,1.25 miles S of Shobonier,Well,,07140202,,,,,38.8669720000,-89.0784170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,051,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-061-5-20-1267,450 E and 2600 N,Well,,07130011,,,,,39.4890560000,-90.5306390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,061,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-067-6-142-805,900 E and 2600 N,Well,,07080104,,,,,40.5810280000,-91.3262220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,067,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-071-1-41-159,2850 N and 1500 E,Well,,07080104,,,,,41.0477220000,-90.9045560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,071,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-073-2-46-975,2700 N and Hwy 78,Well,,07090007,,,,,41.5399720000,-89.9263890000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,073,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-073-2-54-944,2700 N and 2200 E,Well,,07090007,,,,,41.5394170000,-90.0148060000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,073,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-077-5-11-2973,2 miles NW of Gorham,Well,,07140105,,,,,37.7336110000,-89.5171390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,077,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-091-1-1-156,4 miles NE of St. Anne,Well,,07120002,,,,,41.0519440000,-87.6449170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,091,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-091-1-13-136,3 miles N of St. Anne,Well,,07120001,,,,,41.0650280000,-87.6964170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,091,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-091-3-23-2009,3.6 miles N of Kankakee River,Well,,07120001,,,,,41.2500280000,-87.9645560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,091,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-103-1-24-65,950 E and 450 N,Well,,07090007,,,,,41.6545830000,-89.4489170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,103,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-103-1-8-47,1900 E and 850 N,Well,,07090007,,,,,41.7110000000,-89.2785280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,103,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-103-2-34-844,Greenway and Shier Rds,Well,,07090007,,,,,41.7326670000,-89.2699720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,103,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-107-3-64-2902,000 E and 1550 N,Well,,07130009,,,,,40.1508060000,-89.6164170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-107-3-77-2859,2000 N and 700 E,Well,,07130009,,,,,40.2090000000,-89.4664170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,107,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-107-6-135-983,200 E and 1200 N,Well,,07130009,,,,,40.0926390000,-89.5604170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,107,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-107-6-143-1035,300 N and 1225 E,Well,,07130009,,,,,39.9611940000,-89.3570830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,107,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-107-6-76-1027,300th St,Well,,07130009,,,,,40.0335830000,-89.3055560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,107,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-111-2-14-426,2.5 miles E of Marengo,Well,,07090006,,,,,42.2331940000,-88.5530830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,111,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-113-3-5-2648,850 N and 775 E,Well,,07130009,,,,,40.4070280000,-89.1045830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,113,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-119-6-77-1584,2.25 miles S of Highland,Well,,07140204,,,,,38.6792220000,-89.6605830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,119,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-121-2-3-1726,6.25 miles NE of Salem,Well,,05120115,,,,,38.6525560000,-88.8271940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,121,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-123-2-45-1094,1400 N and 1250 E,Well,,07130001,,,,,41.1225830000,-89.3988610000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,123,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-2-227,2500 N and 2400 E,Well,,07130003,,,,,40.4207500000,-89.9042500000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-22-274,Topeka Rd and 2000 N,Well,,07130003,,,,,40.3480830000,-89.9328060000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-27-243,2300 N and 2750 E,Well,,07130003,,,,,40.4017780000,-89.8377780000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-28-391,1400 E and 1000 N,Well,,07130003,,,,,40.2072780000,-90.0892500000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-33-269,Ditch Rd and 2100 N,Well,,07130003,,,,,40.3627220000,-89.8099170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-34-346,1800 E and 1600 N,Well,,07130003,,,,,40.2886940000,-90.0180280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-43-349,IL-136 and 2400 E,Well,,07130003,,,,,40.2861940000,-89.9044170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-5-361,1500 N and 1800 E,Well,,07130003,,,,,40.2756110000,-90.0149440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-1-7-278,2450 E and 2000 N,Well,,07130003,,,,,40.3518330000,-89.8951390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-2-75-1170,1350 N and 3330 E,Well,,07130003,,,,,40.2537220000,-89.7335000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-3-29-2872,980 N and 2320 E,Well,,07130008,,,,,40.2034720000,-89.9187220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-3-49-2838,IL-10 and 2800 E,Well,,07130008,,,,,40.2221390000,-89.8281940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-125-6-119-946,3600 E and 1000 N,Well,,07130009,,,,,40.2159440000,-89.6789170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,125,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-131-2-35-1085,SW 90th St and Highpoint Rd,Well,,07080104,,,,,41.2401940000,-90.9168060000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,131,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-131-5-41-515,20th St and 13th St,Well,,07080104,,,,,41.0994440000,-90.8536940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,131,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-133-1-9-601,4 miles SW of Columbia,Well,,07140101,,,,,38.4085830000,-90.2486670000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,133,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-133-4-19-20,2 miles SE of Columbia,Well,,07140204,,,,,38.4124170000,-90.1648060000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,133,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-133-4-43-30,2.5 miles NW of Waterloo,Well,,07140101,,,,,38.3542780000,-90.1918330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,133,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-133-4-51-33,Bushy Prairie and Fisher Rds,Well,,07140101,,,,,38.2473330000,-90.2134720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,133,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-133-5-53-2498,3 miles NW of Columbia,Well,,07140101,,,,,38.4865280000,-90.2292220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,133,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-135-3-11-3682,2 miles NW of Nokomis,Well,,07130007,,,,,39.3196670000,-89.3169170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,135,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-135-3-50-3731,3 miles SW of Oconee,Well,,07140202,,,,,39.2692780000,-89.1764720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,135,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-135-5-15-1487,4 miles SE of Raymond,Well,,07140203,,,,,39.2758330000,-89.5153610000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,135,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-135-5-8-1647,7 miles S of Nokomis,Well,,07140202,,,,,39.1917780000,-89.2693060000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,135,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-137-1-11-512,Koch's Ln and Toehead Rd,Well,,07130011,,,,,39.8406940000,-90.5450830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,137,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-2-19-634,White Rock Rd,Well,,07090005,,,,,42.0441390000,-89.1341940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-2-20-670,Limerick Rd,Well,,07090005,,,,,42.0295560000,-89.2756390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-2-21-653,Mowers and Church Rds,Well,,07090006,,,,,42.0212500000,-89.0552500000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-2-26-746,Sudbury and Yorty Rds,Well,,07090005,,,,,41.9269720000,-89.2375830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-2-27-666,Lindenwood Rds,Well,,07090005,,,,,42.0299440000,-89.2064440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-2-32-659,Mowers and White Rock Rds,Well,,07090005,,,,,42.0206390000,-89.1328890000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-141-3-41-638,Lime-stone Rd,Well,,07090006,,,,,42.1323890000,-89.0177220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-149-5-21-1235,IL-96 and Jimtown Branch Rd,Well,,07110004,,,,,39.5282780000,-90.9928890000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,149,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-149-5-30-1227,1000 N and 1650 E,Well,,07110004,,,,,39.5500830000,-91.0588330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,149,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-157-4-56-36,Maple Hollow and Stamm Hollow Rds,Well,,07140101,,,,,38.0902220000,-90.0347780000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,157,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-161-3-20-1569,34th Ave N,Well,,07090005,,,,,41.5538890000,-90.2004720000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,161,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-161-3-21-1530,66th Ave N and 300th St N,Well,,07090005,,,,,41.5845000000,-90.1984440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,161,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-3-40-4324,Robinson School and Klein School Rds,Well,,07140204,,,,,38.3668060000,-89.9440560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-21-24,Hwy 159 and Robinson School Rd,Well,,07140204,,,,,38.3811670000,-89.9814170000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-22-25,Hwy 13 and Red Ray Mine Rd,Well,,07140204,,,,,38.3877500000,-89.9027220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-38-4,2.5 miles W of Mascoutah,Well,,07140204,,,,,38.4969170000,-89.8640280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-53-8,3 miles NE of Freeburg,Well,,07140204,,,,,38.4542500000,-89.8570000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-55-10,1 mile NE of Freeburg,Well,,07140204,,,,,38.4463060000,-89.8802500000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-58-11,8216 Peabody Rd,Well,,07140204,,,,,38.4433610000,-89.8802500000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-163-4-8-5,4 miles NE of Freeburg,Well,,07140204,,,,,38.4679720000,-89.8684440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,163,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-167-6-89-1091,Bell Fountain and Webster Rds,Well,,07130006,,,,,39.7923060000,-89.4492220000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,167,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-169-5-42-944,Sandy Bend Rd and Sand Ridge,Well,,07130003,,,,,39.9929170000,-90.5588330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,169,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-173-5-26-1411,3 miles SE of Pana,Well,,07140201,,,,,39.3461110000,-89.0441390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,173,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-173-5-4-1583,6 miles N of Ramsey,Well,,07140201,,,,,39.2313060000,-89.1095280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,173,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-177-3-71-180,0.5 miles NW of McConnel,Well,,07090003,,,,,42.4399720000,-89.7376110000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,177,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-177-6-71-65,3.8 miles SE of Lena,Well,,07090003,,,,,42.3430000000,-89.7690560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,177,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-179-1-14-251,400 N and 1400 E,Well,,07130003,,,,,40.3779440000,-89.6611110000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,179,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-179-1-18-202,1200 N and 750 E,Well,,07130003,,,,,40.4931940000,-89.7835560000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,179,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-179-1-20-208,4500 E and 9000 N,Well,,07130003,,,,,40.4529170000,-89.8371940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,179,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-179-1-26-213,900 N and 300 E,Well,,07130003,,,,,40.4506670000,-89.8670830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,179,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-179-1-29-207,900 N and 300 E,Well,,07130004,,,,,40.4544440000,-89.7551390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,179,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-179-1-31-210,900 E and Spring Lake Rd,Well,,07130004,,,,,40.4639440000,-89.7551390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,179,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-187-6-27-561,235 Ave and 45 St,Well,,07080104,,,,,40.9727220000,-90.6981390000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,187,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-191-2-18-1775,2.5 miles S of Xenia,Well,,05120115,,,,,38.6032220000,-88.6352780000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,191,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-191-2-33-1869,2 miles NW of Cisne,Well,,05120114,,,,,38.5230560000,-88.4600830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,191,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-191-2-52-1792,3.5 miles SW of Xenia,Well,,05120115,,,,,38.5774440000,-88.6605830000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,191,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-191-6-132-1622,13 miles SW of Olney,Well,,05120114,,,,,38.5776110000,-88.2665280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,191,,,,,,,,,,STORET
